province,date,temp_max,temp_min,wind_speed,precipitation,humidity
HA NOI,2010-08-01,32.0,26.0,7.0,16.2,90.0
HA NOI,2011-08-01,32.0,24.0,7.0,9.5,88.0
HA NOI,2012-08-01,37.0,25.0,4.0,0.7,77.0
HA NOI,2013-08-01,36.0,24.0,5.0,0.0,75.0
HA NOI,2014-08-01,37.0,26.0,6.0,0.2,74.0
HA NOI,2015-08-01,29.0,25.0,7.0,3.1,85.0
HA NOI,2016-08-01,37.0,27.0,6.0,0.0,70.0
HA NOI,2017-08-01,37.0,30.0,3.0,2.7,65.0
HA NOI,2018-08-01,34.0,26.0,6.0,6.7,78.0
HA NOI,2019-08-01,28.0,26.0,11.0,8.5,83.0
HA NOI,2020-08-01,34.0,28.0,18.0,4.5,70.0
HA NOI,2009-08-12,34.0,26.0,5.0,6.6,87.0
HA NOI,2010-08-12,34.0,25.0,5.0,9.8,86.0
HA NOI,2011-08-12,32.0,25.0,5.0,11.0,88.0
HA NOI,2012-08-12,37.0,27.0,5.0,4.3,78.0
HA NOI,2013-08-12,36.0,25.0,4.0,0.2,75.0
HA NOI,2014-08-12,36.0,25.0,5.0,3.9,78.0
HA NOI,2015-08-12,36.0,27.0,10.0,0.7,73.0
HA NOI,2016-08-12,34.0,26.0,5.0,2.8,76.0
HA NOI,2017-08-12,38.0,29.0,8.0,0.5,65.0
HA NOI,2018-08-12,36.0,27.0,6.0,10.3,68.0
HA NOI,2019-08-12,37.0,28.0,7.0,0.6,70.0
HA NOI,2020-08-12,36.0,29.0,12.0,9.0,75.0
HA NOI,2009-08-13,29.0,25.0,4.0,2.8,94.0
HA NOI,2010-08-13,34.0,25.0,5.0,9.9,86.0
HA NOI,2011-08-13,33.0,25.0,9.0,9.8,85.0
HA NOI,2012-08-13,37.0,27.0,5.0,14.6,84.0
HA NOI,2013-08-13,36.0,26.0,6.0,0.1,73.0
HA NOI,2014-08-13,27.0,24.0,6.0,30.8,96.0
HA NOI,2015-08-13,36.0,27.0,9.0,6.6,77.0
HA NOI,2016-08-13,33.0,26.0,8.0,27.1,78.0
HA NOI,2017-08-13,37.0,28.0,8.0,5.5,69.0
HA NOI,2018-08-13,37.0,26.0,8.0,1.7,66.0
HA NOI,2019-08-13,35.0,28.0,7.0,0.4,72.0
HA NOI,2020-08-13,34.0,28.0,14.0,5.8,76.0
HA NOI,2009-08-09,36.0,25.0,6.0,0.2,82.0
HA NOI,2010-08-09,32.0,26.0,3.0,1.0,83.0
HA NOI,2011-08-09,34.0,26.0,5.0,21.6,87.0
HA NOI,2012-08-09,32.0,25.0,4.0,22.2,90.0
HA NOI,2013-08-09,29.0,24.0,6.0,7.9,93.0
HA NOI,2014-08-09,33.0,27.0,6.0,9.2,78.0
HA NOI,2015-08-09,37.0,28.0,5.0,1.6,64.0
HA NOI,2016-08-09,37.0,27.0,6.0,2.9,72.0
HA NOI,2017-08-09,38.0,29.0,5.0,0.0,61.0
HA NOI,2018-08-09,34.0,26.0,7.0,10.2,73.0
HA NOI,2019-08-09,36.0,27.0,8.0,7.3,72.0
HA NOI,2020-08-09,34.0,27.0,11.0,2.1,80.0
HA NOI,2009-08-14,31.0,25.0,4.0,11.5,92.0
HA NOI,2010-08-14,33.0,25.0,6.0,5.4,85.0
HA NOI,2011-08-14,34.0,26.0,10.0,3.5,84.0
HA NOI,2012-08-14,34.0,26.0,5.0,18.2,86.0
HA NOI,2013-08-14,36.0,26.0,7.0,0.0,67.0
HA NOI,2014-08-14,26.0,23.0,6.0,1.8,93.0
HA NOI,2015-08-14,36.0,27.0,7.0,3.1,72.0
HA NOI,2016-08-14,30.0,25.0,5.0,65.7,90.0
HA NOI,2017-08-14,36.0,28.0,9.0,9.5,75.0
HA NOI,2018-08-14,36.0,28.0,8.0,0.1,62.0
HA NOI,2019-08-14,38.0,29.0,5.0,2.1,69.0
HA NOI,2020-08-14,29.0,25.0,11.0,8.3,85.0
HA NOI,2009-08-16,33.0,25.0,7.0,5.9,86.0
HA NOI,2010-08-16,32.0,25.0,5.0,6.3,87.0
HA NOI,2011-08-16,32.0,24.0,5.0,7.7,85.0
HA NOI,2012-08-16,35.0,26.0,5.0,11.4,80.0
HA NOI,2013-08-16,39.0,27.0,5.0,2.4,71.0
HA NOI,2014-08-16,32.0,25.0,8.0,16.6,88.0
HA NOI,2015-08-16,38.0,26.0,10.0,0.0,63.0
HA NOI,2016-08-16,31.0,26.0,10.0,1.6,83.0
HA NOI,2017-08-16,28.0,26.0,8.0,9.0,91.0
HA NOI,2018-08-16,29.0,26.0,15.0,23.3,85.0
HA NOI,2019-08-16,32.0,27.0,11.0,17.2,84.0
HA NOI,2020-08-16,33.0,26.0,11.0,15.8,78.0
HA NOI,2009-08-15,33.0,25.0,5.0,9.1,87.0
HA NOI,2010-08-15,35.0,25.0,5.0,8.9,87.0
HA NOI,2011-08-15,33.0,25.0,8.0,5.2,85.0
HA NOI,2012-08-15,36.0,26.0,3.0,17.2,82.0
HA NOI,2013-08-15,37.0,28.0,7.0,0.0,68.0
HA NOI,2014-08-15,32.0,23.0,4.0,0.5,85.0
HA NOI,2015-08-15,31.0,27.0,9.0,0.0,75.0
HA NOI,2016-08-15,32.0,26.0,7.0,6.6,83.0
HA NOI,2017-08-15,28.0,26.0,7.0,14.4,90.0
HA NOI,2018-08-15,36.0,27.0,7.0,0.8,68.0
HA NOI,2019-08-15,38.0,29.0,7.0,4.2,72.0
HA NOI,2020-08-15,32.0,25.0,10.0,7.5,79.0
HA NOI,2009-08-08,33.0,26.0,7.0,11.0,87.0
HA NOI,2010-08-08,34.0,26.0,5.0,0.8,78.0
HA NOI,2011-08-08,33.0,27.0,4.0,24.8,85.0
HA NOI,2012-08-08,32.0,26.0,7.0,2.1,81.0
HA NOI,2013-08-08,28.0,24.0,11.0,22.5,93.0
HA NOI,2014-08-08,37.0,26.0,5.0,4.6,80.0
HA NOI,2015-08-08,37.0,26.0,6.0,0.0,68.0
HA NOI,2016-08-08,37.0,27.0,6.0,7.1,75.0
HA NOI,2017-08-08,38.0,28.0,8.0,0.0,62.0
HA NOI,2018-08-08,35.0,26.0,7.0,1.3,73.0
HA NOI,2019-08-08,36.0,28.0,5.0,6.8,75.0
HA NOI,2020-08-08,33.0,27.0,14.0,2.8,78.0
HA NOI,2009-08-11,32.0,26.0,4.0,7.3,88.0
HA NOI,2010-08-11,33.0,25.0,5.0,5.9,85.0
HA NOI,2011-08-11,30.0,24.0,6.0,3.3,90.0
HA NOI,2012-08-11,36.0,26.0,5.0,0.0,80.0
HA NOI,2013-08-11,36.0,24.0,4.0,0.0,78.0
HA NOI,2014-08-11,39.0,26.0,6.0,4.8,75.0
HA NOI,2015-08-11,36.0,27.0,7.0,2.7,70.0
HA NOI,2016-08-11,34.0,27.0,7.0,3.1,77.0
HA NOI,2017-08-11,38.0,29.0,8.0,0.1,63.0
HA NOI,2018-08-11,37.0,27.0,5.0,1.0,62.0
HA NOI,2019-08-11,37.0,28.0,7.0,2.6,74.0
HA NOI,2020-08-11,38.0,29.0,9.0,4.6,75.0
HA NOI,2009-08-19,33.0,25.0,6.0,2.6,86.0
HA NOI,2010-08-19,32.0,24.0,6.0,5.5,88.0
HA NOI,2011-08-19,28.0,24.0,7.0,5.5,93.0
HA NOI,2012-08-19,31.0,24.0,6.0,35.4,90.0
HA NOI,2013-08-19,34.0,25.0,8.0,8.5,81.0
HA NOI,2014-08-19,32.0,26.0,5.0,11.4,89.0
HA NOI,2015-08-19,37.0,28.0,7.0,15.9,74.0
HA NOI,2016-08-19,26.0,25.0,22.0,77.4,92.0
HA NOI,2017-08-19,31.0,26.0,6.0,13.6,80.0
HA NOI,2018-08-19,35.0,26.0,7.0,4.6,76.0
HA NOI,2019-08-19,36.0,27.0,6.0,4.0,74.0
HA NOI,2020-08-19,31.0,25.0,8.0,9.7,83.0
HA NOI,2009-08-20,35.0,25.0,6.0,5.4,85.0
HA NOI,2010-08-20,34.0,24.0,4.0,7.0,86.0
HA NOI,2011-08-20,29.0,23.0,5.0,6.5,91.0
HA NOI,2012-08-20,34.0,25.0,5.0,8.1,85.0
HA NOI,2013-08-20,28.0,24.0,10.0,8.1,89.0
HA NOI,2014-08-20,33.0,24.0,6.0,2.4,84.0
HA NOI,2015-08-20,34.0,27.0,10.0,7.8,72.0
HA NOI,2016-08-20,31.0,25.0,6.0,11.5,87.0
HA NOI,2017-08-20,33.0,26.0,6.0,0.0,75.0
HA NOI,2018-08-20,37.0,27.0,5.0,3.6,73.0
HA NOI,2019-08-20,33.0,27.0,8.0,20.3,82.0
HA NOI,2020-08-20,31.0,26.0,8.0,21.5,82.0
HA NOI,2009-08-21,34.0,26.0,7.0,4.9,85.0
HA NOI,2010-08-21,33.0,25.0,5.0,5.3,87.0
HA NOI,2011-08-21,33.0,24.0,4.0,3.1,83.0
HA NOI,2012-08-21,34.0,25.0,6.0,6.5,86.0
HA NOI,2013-08-21,31.0,25.0,7.0,4.8,89.0
HA NOI,2014-08-21,33.0,22.0,5.0,0.2,80.0
HA NOI,2015-08-21,36.0,27.0,8.0,0.0,62.0
HA NOI,2016-08-21,34.0,25.0,6.0,41.6,82.0
HA NOI,2017-08-21,39.0,27.0,6.0,0.0,72.0
HA NOI,2018-08-21,35.0,28.0,6.0,1.1,74.0
HA NOI,2019-08-21,32.0,26.0,7.0,25.9,82.0
HA NOI,2020-08-21,28.0,26.0,7.0,12.0,87.0
HA NOI,2009-08-23,34.0,24.0,3.0,3.3,84.0
HA NOI,2010-08-23,33.0,25.0,6.0,2.4,84.0
HA NOI,2011-08-23,35.0,26.0,7.0,18.4,84.0
HA NOI,2012-08-23,31.0,24.0,9.0,8.7,82.0
HA NOI,2013-08-23,37.0,26.0,6.0,0.2,77.0
HA NOI,2014-08-23,34.0,25.0,6.0,17.9,84.0
HA NOI,2015-08-23,38.0,28.0,6.0,0.0,59.0
HA NOI,2016-08-23,32.0,26.0,6.0,10.6,82.0
HA NOI,2017-08-23,34.0,28.0,5.0,3.5,76.0
HA NOI,2018-08-23,35.0,28.0,6.0,6.1,74.0
HA NOI,2019-08-23,32.0,25.0,7.0,12.3,81.0
HA NOI,2020-08-23,33.0,27.0,10.0,1.7,76.0
HA NOI,2009-08-24,36.0,25.0,4.0,5.3,82.0
HA NOI,2010-08-24,29.0,23.0,11.0,45.8,93.0
HA NOI,2011-08-24,29.0,25.0,9.0,29.2,87.0
HA NOI,2012-08-24,32.0,23.0,6.0,0.2,79.0
HA NOI,2013-08-24,29.0,25.0,4.0,12.0,93.0
HA NOI,2014-08-24,33.0,25.0,6.0,11.1,85.0
HA NOI,2015-08-24,38.0,28.0,7.0,0.2,60.0
HA NOI,2016-08-24,35.0,25.0,6.0,0.7,75.0
HA NOI,2017-08-24,29.0,25.0,10.0,20.0,88.0
HA NOI,2018-08-24,35.0,28.0,5.0,26.1,77.0
HA NOI,2019-08-24,35.0,25.0,9.0,2.4,75.0
HA NOI,2020-08-24,35.0,27.0,8.0,5.9,78.0
HA NOI,2009-08-25,36.0,24.0,4.0,0.2,78.0
HA NOI,2010-08-25,29.0,24.0,9.0,22.9,96.0
HA NOI,2011-08-25,33.0,24.0,7.0,0.0,76.0
HA NOI,2012-08-25,33.0,24.0,5.0,1.1,78.0
HA NOI,2013-08-25,33.0,24.0,4.0,5.8,86.0
HA NOI,2014-08-25,33.0,25.0,5.0,18.7,85.0
HA NOI,2015-08-25,37.0,28.0,9.0,0.2,64.0
HA NOI,2016-08-25,35.0,26.0,5.0,1.6,73.0
HA NOI,2017-08-25,31.0,26.0,10.0,15.6,85.0
HA NOI,2018-08-25,35.0,27.0,7.0,3.1,74.0
HA NOI,2019-08-25,36.0,26.0,8.0,3.7,74.0
HA NOI,2020-08-25,37.0,28.0,8.0,6.4,73.0
HA NOI,2009-08-26,38.0,24.0,4.0,0.0,75.0
HA NOI,2010-08-26,30.0,24.0,3.0,8.8,95.0
HA NOI,2011-08-26,33.0,25.0,6.0,0.0,74.0
HA NOI,2012-08-26,34.0,25.0,5.0,0.1,75.0
HA NOI,2013-08-26,33.0,25.0,4.0,9.9,84.0
HA NOI,2014-08-26,32.0,25.0,4.0,6.2,82.0
HA NOI,2015-08-26,34.0,27.0,4.0,15.7,75.0
HA NOI,2016-08-26,37.0,27.0,6.0,2.2,70.0
HA NOI,2017-08-26,33.0,26.0,6.0,29.7,80.0
HA NOI,2018-08-26,34.0,27.0,8.0,4.0,72.0
HA NOI,2019-08-26,32.0,27.0,8.0,2.5,80.0
HA NOI,2020-08-26,31.0,26.0,11.0,16.7,79.0
HA NOI,2009-08-22,31.0,26.0,6.0,13.2,89.0
HA NOI,2010-08-22,32.0,24.0,4.0,4.8,86.0
HA NOI,2011-08-22,35.0,24.0,6.0,0.7,80.0
HA NOI,2012-08-22,29.0,26.0,8.0,6.4,87.0
HA NOI,2013-08-22,35.0,26.0,6.0,2.3,80.0
HA NOI,2014-08-22,32.0,24.0,7.0,9.8,85.0
HA NOI,2015-08-22,37.0,28.0,8.0,0.0,61.0
HA NOI,2016-08-22,34.0,26.0,6.0,12.7,79.0
HA NOI,2017-08-22,40.0,28.0,6.0,0.0,71.0
HA NOI,2018-08-22,36.0,28.0,6.0,5.0,75.0
HA NOI,2019-08-22,32.0,26.0,6.0,16.1,85.0
HA NOI,2020-08-22,33.0,26.0,8.0,0.1,76.0
HA NOI,2009-08-18,33.0,25.0,7.0,2.0,87.0
HA NOI,2010-08-18,31.0,24.0,6.0,9.9,90.0
HA NOI,2011-08-18,32.0,24.0,5.0,8.7,85.0
HA NOI,2012-08-18,29.0,24.0,12.0,21.5,95.0
HA NOI,2013-08-18,34.0,26.0,5.0,15.2,80.0
HA NOI,2014-08-18,37.0,26.0,5.0,10.3,82.0
HA NOI,2015-08-18,39.0,28.0,9.0,1.1,64.0
HA NOI,2016-08-18,33.0,27.0,10.0,8.7,82.0
HA NOI,2017-08-18,32.0,25.0,5.0,6.5,79.0
HA NOI,2018-08-18,31.0,25.0,8.0,25.9,86.0
HA NOI,2019-08-18,35.0,26.0,7.0,5.7,74.0
HA NOI,2020-08-18,29.0,26.0,5.0,30.1,85.0
HA NOI,2009-08-27,36.0,25.0,5.0,0.0,75.0
HA NOI,2010-08-27,30.0,25.0,5.0,32.1,95.0
HA NOI,2011-08-27,34.0,25.0,5.0,0.0,72.0
HA NOI,2012-08-27,35.0,25.0,6.0,2.5,74.0
HA NOI,2013-08-27,34.0,25.0,6.0,0.0,81.0
HA NOI,2014-08-27,32.0,25.0,5.0,10.8,86.0
HA NOI,2015-08-27,34.0,26.0,7.0,4.8,75.0
HA NOI,2016-08-27,34.0,27.0,7.0,22.3,80.0
HA NOI,2017-08-27,34.0,25.0,8.0,2.7,72.0
HA NOI,2018-08-27,36.0,27.0,8.0,1.2,66.0
HA NOI,2019-08-27,30.0,26.0,8.0,29.3,86.0
HA NOI,2020-08-27,38.0,29.0,6.0,0.0,64.0
HA NOI,2009-08-28,34.0,25.0,5.0,2.0,84.0
HA NOI,2010-08-28,28.0,22.0,8.0,10.4,93.0
HA NOI,2011-08-28,35.0,24.0,5.0,0.0,71.0
HA NOI,2012-08-28,36.0,26.0,5.0,4.7,77.0
HA NOI,2013-08-28,35.0,25.0,6.0,0.8,82.0
HA NOI,2014-08-28,28.0,24.0,12.0,17.7,92.0
HA NOI,2015-08-28,35.0,27.0,5.0,3.5,76.0
HA NOI,2016-08-28,32.0,26.0,9.0,17.2,79.0
HA NOI,2017-08-28,36.0,26.0,6.0,3.5,72.0
HA NOI,2018-08-28,28.0,26.0,7.0,26.1,85.0
HA NOI,2019-08-28,33.0,26.0,7.0,13.8,81.0
HA NOI,2020-08-28,36.0,28.0,9.0,0.4,71.0
HA NOI,2009-08-29,34.0,25.0,5.0,3.7,85.0
HA NOI,2010-08-29,30.0,22.0,5.0,0.3,88.0
HA NOI,2011-08-29,36.0,24.0,4.0,0.0,69.0
HA NOI,2012-08-29,35.0,26.0,5.0,6.6,79.0
HA NOI,2013-08-29,36.0,25.0,6.0,2.2,82.0
HA NOI,2014-08-29,28.0,24.0,10.0,44.8,96.0
HA NOI,2015-08-29,33.0,26.0,7.0,31.5,83.0
HA NOI,2016-08-29,32.0,25.0,8.0,0.0,71.0
HA NOI,2017-08-29,27.0,25.0,9.0,17.7,90.0
HA NOI,2018-08-29,31.0,25.0,9.0,18.2,88.0
HA NOI,2019-08-29,35.0,26.0,14.0,2.5,76.0
HA NOI,2020-08-29,33.0,27.0,10.0,20.7,80.0
HA NOI,2009-08-17,32.0,25.0,8.0,4.9,88.0
HA NOI,2010-08-17,30.0,25.0,5.0,10.4,92.0
HA NOI,2011-08-17,32.0,25.0,5.0,8.5,86.0
HA NOI,2012-08-17,33.0,25.0,12.0,9.3,84.0
HA NOI,2013-08-17,34.0,26.0,8.0,4.1,82.0
HA NOI,2014-08-17,37.0,25.0,5.0,10.1,79.0
HA NOI,2015-08-17,38.0,28.0,10.0,0.5,62.0
HA NOI,2016-08-17,35.0,26.0,8.0,0.5,75.0
HA NOI,2017-08-17,29.0,25.0,7.0,29.0,89.0
HA NOI,2018-08-17,26.0,25.0,11.0,45.7,93.0
HA NOI,2019-08-17,33.0,25.0,7.0,1.6,81.0
HA NOI,2020-08-17,29.0,26.0,13.0,26.6,84.0
HA NOI,2009-09-04,34.0,25.0,5.0,2.2,81.0
HA NOI,2010-09-04,35.0,25.0,4.0,0.6,73.0
HA NOI,2011-09-04,32.0,26.0,6.0,26.3,87.0
HA NOI,2012-09-04,32.0,24.0,8.0,1.4,81.0
HA NOI,2013-09-04,27.0,25.0,5.0,27.1,96.0
HA NOI,2014-09-04,34.0,25.0,5.0,9.0,84.0
HA NOI,2015-09-04,32.0,25.0,12.0,30.2,78.0
HA NOI,2016-09-04,34.0,26.0,3.0,14.4,77.0
HA NOI,2017-09-04,34.0,27.0,9.0,7.0,81.0
HA NOI,2018-09-04,34.0,25.0,4.0,1.7,80.0
HA NOI,2019-09-04,31.0,24.0,13.0,5.8,84.0
HA NOI,2020-09-04,35.0,28.0,8.0,0.1,68.0
HA NOI,2009-09-01,32.0,25.0,4.0,3.1,87.0
HA NOI,2010-09-01,35.0,25.0,5.0,0.2,79.0
HA NOI,2011-09-01,37.0,26.0,6.0,0.0,69.0
HA NOI,2012-09-01,32.0,25.0,6.0,13.2,86.0
HA NOI,2013-09-01,31.0,26.0,6.0,6.7,88.0
HA NOI,2014-09-01,30.0,25.0,5.0,15.4,88.0
HA NOI,2015-09-01,32.0,25.0,6.0,1.7,78.0
HA NOI,2016-09-01,36.0,28.0,8.0,11.3,76.0
HA NOI,2017-09-01,35.0,26.0,6.0,4.1,77.0
HA NOI,2018-09-01,35.0,26.0,7.0,10.9,80.0
HA NOI,2019-09-01,27.0,25.0,12.0,3.3,89.0
HA NOI,2020-09-01,37.0,27.0,6.0,0.7,62.0
HA NOI,2009-09-02,33.0,24.0,4.0,2.9,87.0
HA NOI,2010-09-02,34.0,25.0,6.0,0.3,70.0
HA NOI,2011-09-02,36.0,26.0,6.0,2.3,71.0
HA NOI,2012-09-02,32.0,25.0,4.0,34.0,87.0
HA NOI,2013-09-02,30.0,26.0,6.0,7.6,93.0
HA NOI,2014-09-02,30.0,25.0,6.0,9.2,87.0
HA NOI,2015-09-02,32.0,26.0,8.0,9.9,80.0
HA NOI,2016-09-02,34.0,26.0,7.0,9.4,79.0
HA NOI,2017-09-02,36.0,27.0,5.0,13.3,77.0
HA NOI,2018-09-02,31.0,26.0,7.0,21.5,85.0
HA NOI,2019-09-02,31.0,25.0,15.0,3.1,79.0
HA NOI,2020-09-02,37.0,28.0,6.0,0.0,62.0
HA NOI,2009-07-29,33.0,26.0,4.0,1.8,85.0
HA NOI,2010-07-29,36.0,26.0,5.0,7.3,85.0
HA NOI,2011-07-29,36.0,27.0,8.0,2.0,70.0
HA NOI,2012-07-29,32.0,25.0,6.0,3.4,83.0
HA NOI,2013-07-29,31.0,25.0,7.0,15.9,91.0
HA NOI,2014-07-29,33.0,25.0,5.0,3.8,81.0
HA NOI,2015-07-29,28.0,25.0,9.0,3.0,89.0
HA NOI,2016-07-29,31.0,24.0,9.0,8.0,85.0
HA NOI,2017-07-29,37.0,28.0,6.0,1.1,66.0
HA NOI,2018-07-29,31.0,25.0,9.0,29.6,84.0
HA NOI,2019-07-29,35.0,27.0,11.0,4.1,75.0
HA NOI,2020-07-29,37.0,28.0,7.0,8.1,70.0
HA NOI,2009-08-30,33.0,26.0,3.0,7.6,87.0
HA NOI,2010-08-30,32.0,23.0,4.0,1.4,85.0
HA NOI,2011-08-30,37.0,25.0,5.0,0.0,70.0
HA NOI,2012-08-30,36.0,26.0,5.0,0.2,80.0
HA NOI,2013-08-30,36.0,26.0,5.0,15.5,84.0
HA NOI,2014-08-30,32.0,23.0,4.0,12.7,87.0
HA NOI,2015-08-30,32.0,25.0,9.0,0.7,75.0
HA NOI,2016-08-30,32.0,24.0,5.0,0.1,77.0
HA NOI,2017-08-30,30.0,25.0,8.0,16.4,85.0
HA NOI,2018-08-30,26.0,25.0,9.0,81.6,95.0
HA NOI,2019-08-30,30.0,26.0,13.0,25.6,86.0
HA NOI,2020-08-30,33.0,27.0,11.0,6.7,79.0
HA NOI,2009-09-05,34.0,25.0,5.0,0.4,79.0
HA NOI,2010-09-05,36.0,25.0,5.0,1.3,79.0
HA NOI,2011-09-05,31.0,25.0,6.0,13.1,89.0
HA NOI,2012-09-05,30.0,24.0,8.0,0.9,81.0
HA NOI,2013-09-05,26.0,23.0,10.0,6.7,90.0
HA NOI,2014-09-05,32.0,25.0,7.0,11.3,88.0
HA NOI,2015-09-05,31.0,24.0,7.0,3.3,83.0
HA NOI,2016-09-05,34.0,27.0,7.0,2.1,76.0
HA NOI,2017-09-05,35.0,27.0,8.0,13.0,79.0
HA NOI,2018-09-05,36.0,26.0,5.0,1.5,74.0
HA NOI,2019-09-05,34.0,24.0,12.0,1.0,75.0
HA NOI,2020-09-05,34.0,28.0,12.0,1.3,74.0
HA NOI,2009-09-07,36.0,25.0,4.0,0.2,77.0
HA NOI,2010-09-07,35.0,25.0,5.0,18.5,90.0
HA NOI,2011-09-07,34.0,25.0,6.0,3.7,85.0
HA NOI,2012-09-07,30.0,24.0,4.0,20.9,94.0
HA NOI,2013-09-07,30.0,22.0,7.0,2.4,84.0
HA NOI,2014-09-07,36.0,23.0,5.0,0.0,77.0
HA NOI,2015-09-07,36.0,27.0,6.0,1.7,71.0
HA NOI,2016-09-07,30.0,26.0,4.0,5.0,86.0
HA NOI,2017-09-07,35.0,28.0,6.0,13.8,76.0
HA NOI,2018-09-07,33.0,27.0,7.0,22.0,78.0
HA NOI,2019-09-07,35.0,27.0,8.0,0.2,73.0
HA NOI,2020-09-07,31.0,27.0,12.0,4.0,82.0
HA NOI,2009-08-31,32.0,26.0,5.0,11.5,91.0
HA NOI,2010-08-31,34.0,24.0,5.0,2.2,85.0
HA NOI,2011-08-31,38.0,26.0,6.0,0.0,68.0
HA NOI,2012-08-31,34.0,26.0,6.0,3.8,83.0
HA NOI,2013-08-31,35.0,26.0,4.0,27.2,85.0
HA NOI,2014-08-31,34.0,24.0,6.0,3.7,82.0
HA NOI,2015-08-31,33.0,25.0,9.0,0.1,70.0
HA NOI,2016-08-31,34.0,25.0,8.0,5.9,78.0
HA NOI,2017-08-31,32.0,25.0,6.0,14.6,80.0
HA NOI,2018-08-31,33.0,25.0,10.0,5.1,85.0
HA NOI,2019-08-31,28.0,25.0,10.0,17.2,91.0
HA NOI,2020-08-31,36.0,27.0,5.0,2.2,67.0
HA NOI,2009-09-09,37.0,25.0,5.0,0.0,73.0
HA NOI,2010-09-09,37.0,25.0,4.0,4.1,84.0
HA NOI,2011-09-09,31.0,24.0,5.0,34.3,89.0
HA NOI,2009-09-03,34.0,25.0,4.0,2.9,84.0
HA NOI,2010-09-03,35.0,25.0,6.0,0.4,72.0
HA NOI,2011-09-03,34.0,26.0,4.0,8.7,82.0
HA NOI,2012-09-03,32.0,24.0,6.0,21.1,87.0
HA NOI,2013-09-03,34.0,25.0,4.0,20.7,87.0
HA NOI,2014-09-03,34.0,24.0,5.0,3.1,83.0
HA NOI,2015-09-03,32.0,26.0,7.0,5.2,84.0
HA NOI,2016-09-03,33.0,26.0,5.0,2.6,76.0
HA NOI,2017-09-03,35.0,27.0,8.0,18.4,79.0
HA NOI,2018-09-03,32.0,25.0,7.0,16.0,84.0
HA NOI,2019-09-03,30.0,24.0,17.0,7.6,82.0
HA NOI,2020-09-03,37.0,28.0,6.0,0.0,63.0
HA NOI,2012-09-09,33.0,24.0,4.0,2.5,87.0
HA NOI,2013-09-09,32.0,24.0,5.0,3.8,85.0
HA NOI,2014-09-09,33.0,25.0,4.0,13.4,85.0
HA NOI,2015-09-09,32.0,26.0,7.0,7.9,80.0
HA NOI,2016-09-09,34.0,25.0,7.0,2.8,83.0
HA NOI,2017-09-09,34.0,27.0,7.0,6.9,80.0
HA NOI,2018-09-09,32.0,24.0,9.0,0.0,63.0
HA NOI,2019-09-09,32.0,27.0,8.0,22.1,86.0
HA NOI,2020-09-09,31.0,26.0,7.0,8.1,86.0
HA NOI,2009-09-08,37.0,25.0,5.0,0.4,75.0
HA NOI,2010-09-08,36.0,25.0,4.0,5.5,86.0
HA NOI,2011-09-08,32.0,25.0,6.0,27.3,88.0
HA NOI,2012-09-08,30.0,23.0,3.0,11.0,93.0
HA NOI,2013-09-08,30.0,24.0,5.0,6.9,88.0
HA NOI,2014-09-08,32.0,26.0,5.0,0.1,83.0
HA NOI,2015-09-08,32.0,27.0,6.0,35.1,80.0
HA NOI,2016-09-08,34.0,25.0,4.0,11.4,84.0
HA NOI,2017-09-08,34.0,27.0,8.0,8.7,77.0
HA NOI,2018-09-08,31.0,24.0,11.0,0.0,68.0
HA NOI,2019-09-08,35.0,27.0,10.0,3.6,80.0
HA NOI,2020-09-08,28.0,26.0,8.0,4.8,88.0
HA NOI,2009-09-12,27.0,25.0,11.0,34.6,97.0
HA NOI,2010-09-12,32.0,24.0,4.0,8.7,88.0
HA NOI,2011-09-12,27.0,23.0,6.0,15.0,96.0
HA NOI,2012-09-12,34.0,23.0,5.0,0.0,82.0
HA NOI,2013-09-12,29.0,24.0,4.0,2.1,91.0
HA NOI,2014-09-12,33.0,25.0,7.0,9.7,87.0
HA NOI,2015-09-12,32.0,25.0,12.0,3.0,72.0
HA NOI,2016-09-12,31.0,23.0,9.0,0.9,82.0
HA NOI,2017-09-12,34.0,26.0,4.0,14.8,77.0
HA NOI,2018-09-12,34.0,25.0,6.0,0.0,73.0
HA NOI,2019-09-12,32.0,25.0,9.0,9.0,80.0
HA NOI,2020-09-12,32.0,27.0,12.0,34.9,81.0
HA NOI,2009-09-11,33.0,26.0,8.0,5.3,81.0
HA NOI,2010-09-11,33.0,25.0,4.0,19.4,89.0
HA NOI,2011-09-11,29.0,23.0,7.0,12.4,91.0
HA NOI,2012-09-11,34.0,25.0,6.0,0.7,82.0
HA NOI,2013-09-11,31.0,24.0,3.0,1.5,86.0
HA NOI,2014-09-11,34.0,25.0,7.0,10.7,85.0
HA NOI,2015-09-11,34.0,25.0,5.0,0.0,72.0
HA NOI,2016-09-11,28.0,23.0,10.0,3.9,88.0
HA NOI,2017-09-11,34.0,27.0,5.0,22.2,78.0
HA NOI,2018-09-11,33.0,25.0,6.0,0.1,74.0
HA NOI,2019-09-11,32.0,25.0,9.0,19.9,85.0
HA NOI,2020-09-11,34.0,27.0,10.0,7.1,81.0
HA NOI,2009-09-14,36.0,25.0,4.0,2.7,84.0
HA NOI,2010-09-14,28.0,24.0,7.0,4.2,95.0
HA NOI,2011-09-14,32.0,24.0,6.0,2.1,87.0
HA NOI,2012-09-14,26.0,20.0,13.0,1.3,82.0
